"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Input.inv_frequency","Answer.commentbox","Answer.expected1_category1","Answer.expected1_category10","Answer.expected1_category2","Answer.expected1_category3","Answer.expected1_category4","Answer.expected1_category5","Answer.expected1_category6","Answer.expected1_category7","Answer.expected1_category8","Answer.expected1_category9","Answer.expected1_relation1","Answer.expected1_relation10","Answer.expected1_relation2","Answer.expected1_relation3","Answer.expected1_relation4","Answer.expected1_relation5","Answer.expected1_relation6","Answer.expected1_relation7","Answer.expected1_relation8","Answer.expected1_relation9","Answer.expected1_type1","Answer.expected1_type10","Answer.expected1_type2","Answer.expected1_type3","Answer.expected1_type4","Answer.expected1_type5","Answer.expected1_type6","Answer.expected1_type7","Answer.expected1_type8","Answer.expected1_type9","Answer.expected1_value1","Answer.expected1_value10","Answer.expected1_value2","Answer.expected1_value3","Answer.expected1_value4","Answer.expected1_value5","Answer.expected1_value6","Answer.expected1_value7","Answer.expected1_value8","Answer.expected1_value9","Answer.expected2_category1","Answer.expected2_category2","Answer.expected2_relation1","Answer.expected2_relation2","Answer.expected2_type1","Answer.expected2_type2","Answer.expected2_value1","Answer.expected2_value2","Answer.expected3_category1","Answer.expected3_category2","Answer.expected3_relation1","Answer.expected3_relation2","Answer.expected3_type1","Answer.expected3_type2","Answer.expected3_value1","Answer.expected3_value2","Answer.expected4_category1","Answer.expected4_relation1","Answer.expected4_type1","Answer.expected4_value1","Answer.expected_always.on","Answer.expected_never.on","Answer.normal1_category1","Answer.normal1_category2","Answer.normal1_category3","Answer.normal1_category4","Answer.normal1_category5","Answer.normal1_category6","Answer.normal1_category7","Answer.normal1_category8","Answer.normal1_relation1","Answer.normal1_relation2","Answer.normal1_relation3","Answer.normal1_relation4","Answer.normal1_relation5","Answer.normal1_relation6","Answer.normal1_relation7","Answer.normal1_relation8","Answer.normal1_type1","Answer.normal1_type2","Answer.normal1_type3","Answer.normal1_type4","Answer.normal1_type5","Answer.normal1_type6","Answer.normal1_type7","Answer.normal1_type8","Answer.normal1_value1","Answer.normal1_value2","Answer.normal1_value3","Answer.normal1_value4","Answer.normal1_value5","Answer.normal1_value6","Answer.normal1_value7","Answer.normal1_value8","Answer.normal2_category1","Answer.normal2_category2","Answer.normal2_category3","Answer.normal2_relation1","Answer.normal2_relation2","Answer.normal2_relation3","Answer.normal2_type1","Answer.normal2_type2","Answer.normal2_type3","Answer.normal2_value1","Answer.normal2_value2","Answer.normal2_value3","Answer.normal3_category1","Answer.normal3_relation1","Answer.normal3_type1","Answer.normal3_value1","Answer.normal4_category1","Answer.normal4_relation1","Answer.normal4_type1","Answer.normal4_value1","Answer.normal5_category1","Answer.normal5_relation1","Answer.normal5_type1","Answer.normal5_value1","Answer.normal_always.on","Answer.normal_never.on","Answer.taboo1_category1","Answer.taboo1_category10","Answer.taboo1_category2","Answer.taboo1_category3","Answer.taboo1_category4","Answer.taboo1_category5","Answer.taboo1_category6","Answer.taboo1_category7","Answer.taboo1_category8","Answer.taboo1_category9","Answer.taboo1_relation1","Answer.taboo1_relation10","Answer.taboo1_relation2","Answer.taboo1_relation3","Answer.taboo1_relation4","Answer.taboo1_relation5","Answer.taboo1_relation6","Answer.taboo1_relation7","Answer.taboo1_relation8","Answer.taboo1_relation9","Answer.taboo1_type1","Answer.taboo1_type10","Answer.taboo1_type2","Answer.taboo1_type3","Answer.taboo1_type4","Answer.taboo1_type5","Answer.taboo1_type6","Answer.taboo1_type7","Answer.taboo1_type8","Answer.taboo1_type9","Answer.taboo1_value1","Answer.taboo1_value10","Answer.taboo1_value2","Answer.taboo1_value3","Answer.taboo1_value4","Answer.taboo1_value5","Answer.taboo1_value6","Answer.taboo1_value7","Answer.taboo1_value8","Answer.taboo1_value9","Answer.taboo2_category1","Answer.taboo2_category2","Answer.taboo2_relation1","Answer.taboo2_relation2","Answer.taboo2_type1","Answer.taboo2_type2","Answer.taboo2_value1","Answer.taboo2_value2","Answer.taboo3_category1","Answer.taboo3_relation1","Answer.taboo3_type1","Answer.taboo3_value1","Answer.taboo4_category1","Answer.taboo4_relation1","Answer.taboo4_type1","Answer.taboo4_value1","Answer.taboo5_category1","Answer.taboo5_relation1","Answer.taboo5_type1","Answer.taboo5_value1","Answer.taboo_always.on","Answer.taboo_never.on","Approve","Reject"
"3JU8CV4BRMBKUO7A5G1PIV6WCHROP3","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:13 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:13 PDT 2022","","","352YTHGROXCR0YXXTLJDJ8UTB88H4K","A1X37D8U3I8SM","Rejected","Wed Jul 13 10:45:52 PDT 2022","Wed Jul 13 10:47:09 PDT 2022","Tue Jul 26 10:47:09 PDT 2022","","Wed Jul 13 11:52:02 PDT 2022","nonsensical","77","0% (0/33)","0% (0/33)","0% (0/0)","banquet hall","bring weapons inside","1","interesting task","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","marriage","","","","","","","","","","separated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's attribute","","","","","","","","is","","","","","","","","condition or state","","","","","","","","alone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","altar role","","","","","","","","","","leader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"338431Z1FME561NPI85ENQ6BDZFORV","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:14 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:14 PDT 2022","","","34S9DKFK75OZ81XSLQ2X4HVWSLKYNZ","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:09:41 PDT 2022","Wed Jul 13 11:10:35 PDT 2022","Tue Jul 26 11:10:35 PDT 2022","","Wed Jul 13 11:52:03 PDT 2022","nonsensical","54","0% (0/33)","0% (0/33)","0% (0/0)","art gallery","have sex","0.066666667","good experience.","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","airplane role","","","","","","","","","","security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is","","","","","","","","airport terminal role","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","","is","","","","","","","","","","employment","","","","","","","","","","college","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3D06DR5226IP7HGW3H4F0WSWIVCMA6","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:14 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:14 PDT 2022","","","3GNA64GUZG3M9A00QGPHXES82RX5Q7","A1X37D8U3I8SM","Rejected","Wed Jul 13 10:34:19 PDT 2022","Wed Jul 13 11:08:49 PDT 2022","Tue Jul 26 11:08:49 PDT 2022","","Wed Jul 13 11:52:04 PDT 2022","nonsensical","2070","0% (0/33)","0% (0/33)","0% (0/0)","attic","look in mirrors","1","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","bazaar role","","","","","","","","","","janitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's attribute","","","","","","","","is NOT","","","","","","","","children","","","","","","","","has teenage children","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","","is NOT","","","","","","","","","","art gallery behavior","","","","","","","","","","ask questions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"31J7RYECZMP97BLB7MA7PIK4EWGL1F","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:14 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:14 PDT 2022","","","3XIQGXAUME7L5BFV0NZ6P62XQ0PX7L","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:28:59 PDT 2022","Wed Jul 13 11:30:12 PDT 2022","Tue Jul 26 11:30:12 PDT 2022","","Wed Jul 13 11:52:07 PDT 2022","nonsensical","73","0% (0/33)","0% (0/33)","0% (0/0)","armchair","use a curling iron","0.333333333","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is NOT","","","","","","","","","","alcoholics ward role","","","","","","","","","","psychiatrist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","is","","","","","","","","country","","","","","","","","Algeria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is NOT","","","","","","","","","","condition or state","","","","","","","","","","alive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"37SOB9Z0STW5HEZQUQOQDBZ1CGUL37","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:15 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:15 PDT 2022","","","3CTOC39K39PKARA6JJK5YXUIF27J7G","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:10:36 PDT 2022","Wed Jul 13 11:11:20 PDT 2022","Tue Jul 26 11:11:20 PDT 2022","","Wed Jul 13 11:52:09 PDT 2022","nonsensical","44","0% (0/33)","0% (0/33)","0% (0/0)","art gallery","help with events","1","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","amusement park role","","","","","","","","","","security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's attribute","","","","","","","","is","","","","","","","","education","","","","","","","","college","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","","is NOT","","","","","","","","","","armchair behavior","","","","","","","","","","advocate for violence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3B286OTISFGZ69AB0KRNK40FE1HAJQ","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:15 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:15 PDT 2022","","","3YZ8UPK3VVLZ0OGWMZWULLV7XTWUCG","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:12:04 PDT 2022","Wed Jul 13 11:12:44 PDT 2022","Tue Jul 26 11:12:44 PDT 2022","","Wed Jul 13 11:52:09 PDT 2022","nonsensical","40","0% (0/33)","0% (0/33)","0% (0/0)","bakery","put your elbows on the counter","1","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","gift shop role","","","","","","","","","","stock clerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's attribute","","","","","","","","is NOT","","","","","","","","social class","","","","","","","","middle class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","","is","","","","","","","","","","altar role","","","","","","","","","","Wednesday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3WGCNLZJKG7Q9ZXJU5CJ65CZ5NED1R","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:16 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:16 PDT 2022","","","36NEMU28XHCP1EHSUO5965LGCNAWMY","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:06:08 PDT 2022","Wed Jul 13 11:06:51 PDT 2022","Tue Jul 26 11:06:51 PDT 2022","","Wed Jul 13 11:52:09 PDT 2022","nonsensical","43","0% (0/33)","0% (0/33)","0% (0/0)","backyard","hurt someone","1","good experience.","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","castle role","","","","","","","","","","pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","is NOT","","","","","","","","education","","","","","","","","primary school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","","","is NOT","","","","","","","","","","altar role","","","","","","","","","","reader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3GV1I4SEOAO4EXM8DSMOKEBLM7WL6D","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:16 PDT 2022","3","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:16 PDT 2022","","","3S06PH7KST3TWJVCK7HLUP8S7W6D1V","A1X37D8U3I8SM","Rejected","Wed Jul 13 10:47:09 PDT 2022","Wed Jul 13 10:58:31 PDT 2022","Tue Jul 26 10:58:31 PDT 2022","","Wed Jul 13 11:52:10 PDT 2022","nonsensical","682","0% (0/33)","0% (0/33)","0% (0/0)","cafe","clean the kitchen","1","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","bookstore role","","","","","","","","","","sales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's attribute","","","","","","","","is","","","","","","","","marriage","","","","","","","","separated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","education","","","","","","","","","","college","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3GV1I4SEOAO4EXM8DSMOKEBLM7WL6D","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:16 PDT 2022","3","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:16 PDT 2022","","","3HRMW88U18PWTOG71HCOZACCBDXM0E","A63UHNWYOV5LE","Rejected","Tue Jul 12 14:19:47 PDT 2022","Tue Jul 12 14:21:42 PDT 2022","Mon Jul 25 14:21:42 PDT 2022","","Tue Jul 12 15:09:08 PDT 2022","nonsensical","115","0% (0/1)","0% (0/1)","0% (0/0)","cafe","clean the kitchen","1","","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is NOT","","","","","","","","","","country","","","","","","","","","","Albania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is","","","","","","","","arena role","","","","","","","","spectator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the environment","","","","","","","","","","is","","","","","","","","","","holiday or special day","","","","","","","","","","April Fools' Day","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3KWGG5KP6K1D0WDUNV066RIKIYXMC8","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Wed Jul 06 09:17:17 PDT 2022","2","BatchId:4775244;OriginalHitTemplateId:928390828;","21600","1123200","Tue Jul 26 09:17:17 PDT 2022","","","37TD41K0AJ8JLBOSXU1U6KDJCWCSCZ","A1X37D8U3I8SM","Rejected","Wed Jul 13 11:18:27 PDT 2022","Wed Jul 13 11:19:20 PDT 2022","Tue Jul 26 11:19:20 PDT 2022","","Wed Jul 13 11:52:11 PDT 2022","nonsensical","53","0% (0/33)","0% (0/33)","0% (0/0)","cafe","ask for a decaf coffee","1","good experience.","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is NOT","","","","","","","","","","airport terminal role","","","","","","","","","","baggage handler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is NOT","","","","","","","","alcoholics ward role","","","","","","","","patient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is NOT","","","","","","","","","","condition or state","","","","","","","","","","anonymous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
