"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Input.inv_frequency","Answer.commentbox","Answer.expected1_category1","Answer.expected1_category2","Answer.expected1_category3","Answer.expected1_category4","Answer.expected1_relation1","Answer.expected1_relation2","Answer.expected1_relation3","Answer.expected1_relation4","Answer.expected1_type1","Answer.expected1_type2","Answer.expected1_type3","Answer.expected1_type4","Answer.expected1_value1","Answer.expected1_value2","Answer.expected1_value3","Answer.expected1_value4","Answer.expected2_category1","Answer.expected2_category2","Answer.expected2_category3","Answer.expected2_relation1","Answer.expected2_relation2","Answer.expected2_relation3","Answer.expected2_type1","Answer.expected2_type2","Answer.expected2_type3","Answer.expected2_value1","Answer.expected2_value2","Answer.expected2_value3","Answer.expected3_category1","Answer.expected3_category2","Answer.expected3_relation1","Answer.expected3_relation2","Answer.expected3_type1","Answer.expected3_type2","Answer.expected3_value1","Answer.expected3_value2","Answer.expected4_category1","Answer.expected4_relation1","Answer.expected4_type1","Answer.expected4_value1","Answer.expected5_category1","Answer.expected5_relation1","Answer.expected5_type1","Answer.expected5_value1","Answer.expected_always.on","Answer.expected_never.on","Answer.normal1_category1","Answer.normal1_category2","Answer.normal1_category3","Answer.normal1_category4","Answer.normal1_relation1","Answer.normal1_relation2","Answer.normal1_relation3","Answer.normal1_relation4","Answer.normal1_type1","Answer.normal1_type2","Answer.normal1_type3","Answer.normal1_type4","Answer.normal1_value1","Answer.normal1_value2","Answer.normal1_value3","Answer.normal1_value4","Answer.normal2_category1","Answer.normal2_category2","Answer.normal2_relation1","Answer.normal2_relation2","Answer.normal2_type1","Answer.normal2_type2","Answer.normal2_value1","Answer.normal2_value2","Answer.normal3_category1","Answer.normal3_category2","Answer.normal3_relation1","Answer.normal3_relation2","Answer.normal3_type1","Answer.normal3_type2","Answer.normal3_value1","Answer.normal3_value2","Answer.normal4_category1","Answer.normal4_relation1","Answer.normal4_type1","Answer.normal4_value1","Answer.normal5_category1","Answer.normal5_relation1","Answer.normal5_type1","Answer.normal5_value1","Answer.normal_always.on","Answer.normal_never.on","Answer.search","Answer.taboo1_category1","Answer.taboo1_category2","Answer.taboo1_category3","Answer.taboo1_category4","Answer.taboo1_relation1","Answer.taboo1_relation2","Answer.taboo1_relation3","Answer.taboo1_relation4","Answer.taboo1_type1","Answer.taboo1_type2","Answer.taboo1_type3","Answer.taboo1_type4","Answer.taboo1_value1","Answer.taboo1_value2","Answer.taboo1_value3","Answer.taboo1_value4","Answer.taboo2_category1","Answer.taboo2_category2","Answer.taboo2_relation1","Answer.taboo2_relation2","Answer.taboo2_type1","Answer.taboo2_type2","Answer.taboo2_value1","Answer.taboo2_value2","Answer.taboo3_category1","Answer.taboo3_category2","Answer.taboo3_relation1","Answer.taboo3_relation2","Answer.taboo3_type1","Answer.taboo3_type2","Answer.taboo3_value1","Answer.taboo3_value2","Answer.taboo4_category1","Answer.taboo4_relation1","Answer.taboo4_type1","Answer.taboo4_value1","Answer.taboo5_category1","Answer.taboo5_relation1","Answer.taboo5_type1","Answer.taboo5_value1","Answer.taboo_always.on","Answer.taboo_never.on","Approve","Reject"
"311HQEI8RTF7NMHHB3IPY7MFXI37ZF","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3GA6AFUKOQN6I2ETT7EU932N0DE3H0","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:41:14 PDT 2022","Thu Aug 04 19:50:49 PDT 2022","Wed Aug 17 19:50:49 PDT 2022","","Fri Aug 05 09:13:31 PDT 2022","bot-like behavior: nonsensical answers","575","0% (0/94)","0% (0/94)","0% (0/0)","childs room","clean up the toys","1","","some OTHER PERSON's role","","","","is","","","","airport terminal role","","","","airport security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","is","","","","children","","","","has teenage children","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","amusement park role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3U18MJKL1VLJIEYUZWF6J67KOFMCNW","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3N1FSUEFL7ZAOISV7P0NSNFVML7D4C","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:04:54 PDT 2022","Thu Aug 04 19:05:44 PDT 2022","Wed Aug 17 19:05:44 PDT 2022","","Fri Aug 05 09:13:31 PDT 2022","bot-like behavior: nonsensical answers","50","0% (0/94)","0% (0/94)","0% (0/0)","church or chapel","wear a school uniform","1","","some OTHER PERSON's role","","","","is","","","","alcoholics ward role","","","","patient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","is","","","","airport role","","","","airplane pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airport terminal role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3P6ENY9P7AVILLYJO8GFPP8JF8XHIU","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:22 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:22 PDT 2022","","","3KKG4CDWKKXYLSFEV9VL6RW5V0V94U","A1VDGYRI301N2F","Rejected","Thu Aug 04 20:10:26 PDT 2022","Thu Aug 04 20:20:19 PDT 2022","Wed Aug 17 20:20:19 PDT 2022","","Fri Aug 05 09:13:31 PDT 2022","bot-like behavior: nonsensical answers","593","0% (0/94)","0% (0/94)","0% (0/0)","church or chapel","take medication","1","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","amusement park role","","","","food service worker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","is","","","","employment","","","","baggage handler","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","alcoholics ward role","","","","nurse","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"37M4O367VKHS1B4F8LDYSLCAR8QM5Y","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3M0NZ3JDP3XVN21RDC8UO74CAZ6Z5W","A1VDGYRI301N2F","Rejected","Thu Aug 04 18:22:26 PDT 2022","Thu Aug 04 18:23:06 PDT 2022","Wed Aug 17 18:23:06 PDT 2022","","Fri Aug 05 09:13:34 PDT 2022","bot-like behavior: nonsensical answers","40","0% (0/94)","0% (0/94)","0% (0/0)","drugstore","buy a stick of butter","1","","some OTHER PERSON's attribute","","","","is","","","","education","","","","middle school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","is","","","","airport role","","","","airplane pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","some OTHER PERSON's role","","","","is","","","","airport terminal role","","","","baggage handler","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3I7SHAD35NV7OFIYWESVQ5Q6IELM7D","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3AAJC4I4FIR3U1GC2ECOPHNHS0IJZJ","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:47:13 PDT 2022","Thu Aug 04 20:09:52 PDT 2022","Wed Aug 17 20:09:52 PDT 2022","","Fri Aug 05 09:13:39 PDT 2022","bot-like behavior: nonsensical answers","1359","0% (0/94)","0% (0/94)","0% (0/0)","desert","bury a person in the sand","1","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airplane role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airplane cabin role","","","","air marshal","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airplane role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"386T3MLZLOUELFGAHEX368FOQVQ80B","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3YZ8UPK3VVLZ0OGWMZWULLV70YVCUA","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:52:14 PDT 2022","Thu Aug 04 20:17:02 PDT 2022","Wed Aug 17 20:17:02 PDT 2022","","Fri Aug 05 09:13:38 PDT 2022","bot-like behavior: nonsensical answers","1488","0% (0/94)","0% (0/94)","0% (0/0)","conference room","bring up a controversial topic","1","","the environment","","","","is NOT","","","","day of the week","","","","Sunday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the environment","","","","is","","","","cleanliness","","","","clean","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","animal shelter role","","","","baggage handler","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3V8JSVE8YZPSRBMM2PUCQA5UDB3EYH","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3VNXK88KKEHXF5YTF5W8FHWI8KK9VY","A1VDGYRI301N2F","Rejected","Thu Aug 04 18:25:53 PDT 2022","Thu Aug 04 18:42:09 PDT 2022","Wed Aug 17 18:42:09 PDT 2022","","Fri Aug 05 09:13:39 PDT 2022","bot-like behavior: nonsensical answers","976","0% (0/94)","0% (0/94)","0% (0/0)","dance studio","bring a backpack","1","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","alcoholics ward role","","","","social worker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","is NOT","","","","airplane role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airport terminal role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"367O8HRHKH7D3NDKEDQAZ252J1D4SN","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3YZ8UPK3VVLZ0OGWMZWULLV70YSCU7","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:39:22 PDT 2022","Thu Aug 04 19:46:15 PDT 2022","Wed Aug 17 19:46:15 PDT 2022","","Fri Aug 05 09:13:40 PDT 2022","bot-like behavior: nonsensical answers","413","0% (0/94)","0% (0/94)","0% (0/0)","church or chapel","give thanks to the ancestors","1","","some OTHER PERSON's role","","","","is NOT","","","","airport terminal role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airplane role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airplane role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3XH7ZM9YX3T2ZEJJGJMWQ0BMJR89R0","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","3AAJC4I4FIR3U1GC2ECOPHNHS0GJZH","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:38:04 PDT 2022","Thu Aug 04 19:38:38 PDT 2022","Wed Aug 17 19:38:38 PDT 2022","","Fri Aug 05 09:13:42 PDT 2022","bot-like behavior: nonsensical answers","34","0% (0/94)","0% (0/94)","0% (0/0)","conference room","ask a question without raising your hand","1","","some OTHER PERSON's role","","","","is","","","","airport terminal role","","","","airport security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","amusement park role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","the PERSON PERFORMING BEHAVIOR's role","","","","is","","","","airport terminal role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3PKJ68EHDOVEGWIP6Q1F1QNJSNMHJ6","3IF0VZGELRERE7RGQ6XCALJS40C7MG","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Thu Aug 04 15:43:23 PDT 2022","2","BatchId:4796107;OriginalHitTemplateId:928390828;","21600","1123200","Wed Aug 24 15:43:23 PDT 2022","","","34YB12FSQ0NT4SRSFJ1RK2ZSL4JMG1","A1VDGYRI301N2F","Rejected","Thu Aug 04 19:50:15 PDT 2022","Thu Aug 04 20:12:31 PDT 2022","Wed Aug 17 20:12:31 PDT 2022","","Fri Aug 05 09:13:44 PDT 2022","bot-like behavior: nonsensical answers","1336","0% (0/94)","0% (0/94)","0% (0/0)","courthouse","make sudden movements","0.5","","the PERSON PERFORMING BEHAVIOR's role","","","","is NOT","","","","airport terminal role","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","is","","","","airplane role","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","some OTHER PERSON's role","","","","is","","","","airport terminal role","","","","baggage handler","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
